역명,날짜,광역_수송실적인원,ITX-청춘_수송실적인원
춘천,2021년 12월 28일,1311,1083
춘천,2021년 12월 29일,1438,1131
춘천,2021년 12월 30일,1336,1187
춘천,2021년 12월 31일,1561,1342
남춘천,2022년 01월 01일,2050,1990
남춘천,2022년 01월 02일,2879,3237
남춘천,2022년 01월 03일,2356,1831
남춘천,2022년 01월 04일,2315,1701
남춘천,2022년 01월 05일,2420,1769
남춘천,2022년 01월 06일,2606,1789
남춘천,2022년 01월 07일,3803,2304
남춘천,2022년 01월 08일,2868,2580
남춘천,2022년 01월 09일,2363,2732
남춘천,2022년 01월 10일,2530,1928
남춘천,2022년 01월 11일,2444,1844
남춘천,2022년 01월 12일,2612,1879
남춘천,2022년 01월 13일,2356,1789
남춘천,2022년 01월 14일,2944,2336
남춘천,2022년 01월 15일,2962,2772
남춘천,2022년 01월 16일,2550,2822
남춘천,2022년 01월 17일,2992,1949
남춘천,2022년 01월 18일,2459,1797
남춘천,2022년 01월 19일,2677,1987
남춘천,2022년 01월 20일,2742,1985
남춘천,2022년 01월 21일,2948,2375
남춘천,2022년 01월 22일,3721,2780
남춘천,2022년 01월 23일,2498,2708
남춘천,2022년 01월 24일,2630,1902
남춘천,2022년 01월 25일,2531,1811
남춘천,2022년 01월 26일,2498,1956
남춘천,2022년 01월 27일,3217,2010
남춘천,2022년 01월 28일,3223,1766
남춘천,2022년 01월 29일,2694,1800
남춘천,2022년 01월 30일,2249,1513
남춘천,2022년 01월 31일,2001,1597
춘천,2022년 01월 01일,1256,1167
춘천,2022년 01월 02일,1463,1825
춘천,2022년 01월 03일,1158,1095
춘천,2022년 01월 04일,1214,1028
춘천,2022년 01월 05일,1150,959
춘천,2022년 01월 06일,1281,1055
춘천,2022년 01월 07일,1515,1378
춘천,2022년 01월 08일,1615,1374
춘천,2022년 01월 09일,1337,1578
춘천,2022년 01월 10일,1330,1136
춘천,2022년 01월 11일,1311,1084
춘천,2022년 01월 12일,1120,1053
춘천,2022년 01월 13일,1240,1172
춘천,2022년 01월 14일,1588,1340
춘천,2022년 01월 15일,1653,1568
춘천,2022년 01월 16일,1487,1611
춘천,2022년 01월 17일,1330,1102
춘천,2022년 01월 18일,1262,1104
춘천,2022년 01월 19일,1408,1114
춘천,2022년 01월 20일,1308,1148
춘천,2022년 01월 21일,1576,1412
춘천,2022년 01월 22일,1506,1395
춘천,2022년 01월 23일,1650,1532
춘천,2022년 01월 24일,1366,1098
춘천,2022년 01월 25일,1270,1007
춘천,2022년 01월 26일,1272,1136
춘천,2022년 01월 27일,1216,1141
춘천,2022년 01월 28일,1559,918
춘천,2022년 01월 29일,1422,900
춘천,2022년 01월 30일,1227,867
춘천,2022년 01월 31일,1363,893
남춘천,2022년 02월 01일,2464,2080
남춘천,2022년 02월 02일,2977,2312
남춘천,2022년 02월 03일,2397,1965
남춘천,2022년 02월 04일,2589,1997
남춘천,2022년 02월 05일,2251,2012
남춘천,2022년 02월 06일,2029,2000
남춘천,2022년 02월 07일,2800,1834
남춘천,2022년 02월 08일,2360,1657
남춘천,2022년 02월 09일,2426,1701
남춘천,2022년 02월 10일,2466,1728
남춘천,2022년 02월 11일,2858,2163
남춘천,2022년 02월 12일,3550,2415
남춘천,2022년 02월 13일,2426,2422
남춘천,2022년 02월 14일,2490,1845
남춘천,2022년 02월 15일,2357,1722
남춘천,2022년 02월 16일,2254,1648
남춘천,2022년 02월 17일,2706,1708
남춘천,2022년 02월 18일,2772,2214
남춘천,2022년 02월 19일,2681,2283
남춘천,2022년 02월 20일,2286,2336
남춘천,2022년 02월 21일,2472,1924
남춘천,2022년 02월 22일,2885,1843
남춘천,2022년 02월 23일,2345,1767
남춘천,2022년 02월 24일,2415,1774
남춘천,2022년 02월 25일,2795,2237
남춘천,2022년 02월 26일,2666,2389
남춘천,2022년 02월 27일,3146,2271
남춘천,2022년 02월 28일,2657,2069
춘천,2022년 02월 01일,1971,1315
춘천,2022년 02월 02일,2189,1312
춘천,2022년 02월 03일,1174,1144
춘천,2022년 02월 04일,1187,1268
춘천,2022년 02월 05일,1137,1204
춘천,2022년 02월 06일,1053,1187
춘천,2022년 02월 07일,1122,951
춘천,2022년 02월 08일,1157,959
춘천,2022년 02월 09일,1226,1013
춘천,2022년 02월 10일,1250,1005
춘천,2022년 02월 11일,1382,1306
춘천,2022년 02월 12일,1643,1345
춘천,2022년 02월 13일,1359,1427
춘천,2022년 02월 14일,1205,1084
춘천,2022년 02월 15일,1167,968
춘천,2022년 02월 16일,1121,1008
춘천,2022년 02월 17일,1152,975
춘천,2022년 02월 18일,1368,1259
춘천,2022년 02월 19일,1398,1308
춘천,2022년 02월 20일,1206,1333
춘천,2022년 02월 21일,1261,1054
춘천,2022년 02월 22일,1227,997
춘천,2022년 02월 23일,1269,1084
춘천,2022년 02월 24일,1258,1052
춘천,2022년 02월 25일,1514,1340
춘천,2022년 02월 26일,1466,1273
춘천,2022년 02월 27일,1449,1446
춘천,2022년 02월 28일,1761,1432
남춘천,2022년 03월 01일,2302,1901
남춘천,2022년 03월 02일,3275,1775
남춘천,2022년 03월 03일,3126,1990
남춘천,2022년 03월 04일,3478,2627
남춘천,2022년 03월 05일,2624,2135
남춘천,2022년 03월 06일,2342,2188
남춘천,2022년 03월 07일,3357,1929
남춘천,2022년 03월 08일,3142,2118
남춘천,2022년 03월 09일,2388,1547
남춘천,2022년 03월 10일,3080,2196
남춘천,2022년 03월 11일,3601,2586
남춘천,2022년 03월 12일,3366,2201
남춘천,2022년 03월 13일,2155,2136
남춘천,2022년 03월 14일,2702,1821
남춘천,2022년 03월 15일,2632,1729
남춘천,2022년 03월 16일,2724,1791
남춘천,2022년 03월 17일,3417,2062
남춘천,2022년 03월 18일,3270,2593
남춘천,2022년 03월 19일,2470,2272
남춘천,2022년 03월 20일,2471,2270
남춘천,2022년 03월 21일,2655,1855
남춘천,2022년 03월 22일,3123,1813
남춘천,2022년 03월 23일,2487,1822
남춘천,2022년 03월 24일,2855,2039
남춘천,2022년 03월 25일,3477,2651
남춘천,2022년 03월 26일,2678,2558
남춘천,2022년 03월 27일,3489,2578
남춘천,2022년 03월 28일,3045,1995
남춘천,2022년 03월 29일,2823,1827
남춘천,2022년 03월 30일,2723,1885
남춘천,2022년 03월 31일,3036,2212
춘천,2022년 03월 01일,1434,1200
춘천,2022년 03월 02일,1506,1077
춘천,2022년 03월 03일,1740,1152
춘천,2022년 03월 04일,1775,1465
춘천,2022년 03월 05일,1465,1141
춘천,2022년 03월 06일,1375,1302
춘천,2022년 03월 07일,1559,1035
춘천,2022년 03월 08일,1854,1213
춘천,2022년 03월 09일,1576,1197
춘천,2022년 03월 10일,1702,1158
춘천,2022년 03월 11일,1873,1408
춘천,2022년 03월 12일,1753,1391
춘천,2022년 03월 13일,1047,1167
춘천,2022년 03월 14일,1478,1001
춘천,2022년 03월 15일,1570,948
춘천,2022년 03월 16일,1545,960
춘천,2022년 03월 17일,1720,1139
춘천,2022년 03월 18일,1691,1442
춘천,2022년 03월 19일,1214,1107
춘천,2022년 03월 20일,1370,1364
춘천,2022년 03월 21일,1482,1001
춘천,2022년 03월 22일,1590,1047
춘천,2022년 03월 23일,1432,1025
춘천,2022년 03월 24일,1662,1206
춘천,2022년 03월 25일,1883,1535
춘천,2022년 03월 26일,1444,1361
춘천,2022년 03월 27일,1794,1537
춘천,2022년 03월 28일,1674,1066
춘천,2022년 03월 29일,1679,1060
춘천,2022년 03월 30일,1570,1053
춘천,2022년 03월 31일,1828,1228
남춘천,2022년 04월 01일,3789,2848
남춘천,2022년 04월 02일,4187,2916
남춘천,2022년 04월 03일,2869,2744
남춘천,2022년 04월 04일,2959,2008
남춘천,2022년 04월 05일,2861,1925
남춘천,2022년 04월 06일,2853,1913
남춘천,2022년 04월 07일,4012,2220
남춘천,2022년 04월 08일,3966,2844
남춘천,2022년 04월 09일,3836,3158
남춘천,2022년 04월 10일,3229,3151
남춘천,2022년 04월 11일,3327,2243
남춘천,2022년 04월 12일,3672,2080
남춘천,2022년 04월 13일,2830,1950
남춘천,2022년 04월 14일,3279,2267
남춘천,2022년 04월 15일,3975,2867
남춘천,2022년 04월 16일,3795,3106
남춘천,2022년 04월 17일,4273,3155
남춘천,2022년 04월 18일,3312,2244
남춘천,2022년 04월 19일,3068,2026
남춘천,2022년 04월 20일,3315,2118
남춘천,2022년 04월 21일,3577,2369
남춘천,2022년 04월 22일,4569,2978
남춘천,2022년 04월 23일,4040,3230
남춘천,2022년 04월 24일,3173,3025
남춘천,2022년 04월 25일,3416,2390
남춘천,2022년 04월 26일,3071,2142
남춘천,2022년 04월 27일,4546,2279
남춘천,2022년 04월 28일,3804,2643
남춘천,2022년 04월 29일,4943,3246
남춘천,2022년 04월 30일,4713,3748
춘천,2022년 04월 01일,1972,1533
춘천,2022년 04월 02일,2218,1820
춘천,2022년 04월 03일,1918,1901
춘천,2022년 04월 04일,1668,1087
춘천,2022년 04월 05일,1787,1112
춘천,2022년 04월 06일,1778,1083
춘천,2022년 04월 07일,1905,1296
춘천,2022년 04월 08일,2212,1642
춘천,2022년 04월 09일,2501,2145
춘천,2022년 04월 10일,2416,2192
춘천,2022년 04월 11일,1922,1327
춘천,2022년 04월 12일,1834,1252
춘천,2022년 04월 13일,1495,1125
춘천,2022년 04월 14일,1844,1295
춘천,2022년 04월 15일,2226,1604
춘천,2022년 04월 16일,3022,2438
춘천,2022년 04월 17일,2554,2394
춘천,2022년 04월 18일,1986,1319
춘천,2022년 04월 19일,2324,1370
춘천,2022년 04월 20일,2139,1322
춘천,2022년 04월 21일,2084,1392
춘천,2022년 04월 22일,2441,1875
춘천,2022년 04월 23일,3062,2693
춘천,2022년 04월 24일,2750,2571
춘천,2022년 04월 25일,2045,1394
춘천,2022년 04월 26일,1959,1193
춘천,2022년 04월 27일,2094,1349
춘천,2022년 04월 28일,2316,1424
춘천,2022년 04월 29일,2678,1912
춘천,2022년 04월 30일,3077,2456
남춘천,2022년 05월 01일,3956,3314
남춘천,2022년 05월 02일,4103,2387
남춘천,2022년 05월 03일,3355,2289
남춘천,2022년 05월 04일,4590,2945
남춘천,2022년 05월 05일,4459,3358
남춘천,2022년 05월 06일,5665,3011
남춘천,2022년 05월 07일,5230,3644
남춘천,2022년 05월 08일,3855,4205
남춘천,2022년 05월 09일,3593,2551
남춘천,2022년 05월 10일,3297,2332
남춘천,2022년 05월 11일,3445,2475
남춘천,2022년 05월 12일,4853,2669
남춘천,2022년 05월 13일,4912,3131
남춘천,2022년 05월 14일,5278,3873
남춘천,2022년 05월 15일,4041,3391
남춘천,2022년 05월 16일,3580,2400
남춘천,2022년 05월 17일,4463,2435
남춘천,2022년 05월 18일,3317,2205
남춘천,2022년 05월 19일,4058,2597
남춘천,2022년 05월 20일,5202,3237
남춘천,2022년 05월 21일,5239,3815
남춘천,2022년 05월 22일,4880,3553
남춘천,2022년 05월 23일,3826,2445
남춘천,2022년 05월 24일,3514,2287
남춘천,2022년 05월 25일,3384,2350
남춘천,2022년 05월 26일,4092,2645
남춘천,2022년 05월 27일,6046,3196
남춘천,2022년 05월 28일,4995,3751
남춘천,2022년 05월 29일,3817,3507
남춘천,2022년 05월 30일,3433,2311
남춘천,2022년 05월 31일,4161,2599
춘천,2022년 05월 01일,3034,2767
춘천,2022년 05월 02일,2141,1570
춘천,2022년 05월 03일,2148,1405
춘천,2022년 05월 04일,2680,1792
춘천,2022년 05월 05일,3947,2920
춘천,2022년 05월 06일,3368,2464
춘천,2022년 05월 07일,3110,2802
춘천,2022년 05월 08일,2739,2820
춘천,2022년 05월 09일,2169,1559
춘천,2022년 05월 10일,2210,1487
춘천,2022년 05월 11일,2155,1521
춘천,2022년 05월 12일,2443,1573
춘천,2022년 05월 13일,2831,1985
춘천,2022년 05월 14일,3683,2747
춘천,2022년 05월 15일,3053,2682
춘천,2022년 05월 16일,2232,1657
춘천,2022년 05월 17일,2483,1497
춘천,2022년 05월 18일,2193,1544
춘천,2022년 05월 19일,2594,1738
춘천,2022년 05월 20일,2793,2133
춘천,2022년 05월 21일,3712,2745
춘천,2022년 05월 22일,2876,2706
춘천,2022년 05월 23일,2217,1593
춘천,2022년 05월 24일,2392,1507
춘천,2022년 05월 25일,2165,1669
춘천,2022년 05월 26일,2414,1567
춘천,2022년 05월 27일,2790,1949
춘천,2022년 05월 28일,3501,2651
춘천,2022년 05월 29일,2842,2525
춘천,2022년 05월 30일,1947,1569
춘천,2022년 05월 31일,2642,1709
남춘천,2022년 06월 01일,3632,2482
남춘천,2022년 06월 02일,4533,2681
남춘천,2022년 06월 03일,4721,3163
남춘천,2022년 06월 04일,4759,3462
남춘천,2022년 06월 05일,3810,2989
남춘천,2022년 06월 06일,3541,3297
남춘천,2022년 06월 07일,4260,2459
남춘천,2022년 06월 08일,3388,2317
남춘천,2022년 06월 09일,3573,2449
남춘천,2022년 06월 10일,4322,2944
남춘천,2022년 06월 11일,4272,3424
남춘천,2022년 06월 12일,4520,3334
남춘천,2022년 06월 13일,3763,2469
남춘천,2022년 06월 14일,3293,2231
남춘천,2022년 06월 15일,3310,2245
남춘천,2022년 06월 16일,3563,2405
남춘천,2022년 06월 17일,5347,2978
남춘천,2022년 06월 18일,4630,3710
남춘천,2022년 06월 19일,3517,3410
남춘천,2022년 06월 20일,3798,2492
남춘천,2022년 06월 21일,4065,2647
남춘천,2022년 06월 22일,4302,2554
남춘천,2022년 06월 23일,3129,2194
남춘천,2022년 06월 24일,4246,2796
남춘천,2022년 06월 25일,4716,3681
남춘천,2022년 06월 26일,3545,3268
남춘천,2022년 06월 27일,3581,2270
남춘천,2022년 06월 28일,3030,2109
남춘천,2022년 06월 29일,2881,1990
남춘천,2022년 06월 30일,2587,2124
춘천,2022년 06월 01일,2924,2433
춘천,2022년 06월 02일,2197,1679
춘천,2022년 06월 03일,2650,1830
춘천,2022년 06월 04일,3573,2648
춘천,2022년 06월 05일,3571,2996
춘천,2022년 06월 06일,2714,2664
춘천,2022년 06월 07일,2192,1534
춘천,2022년 06월 08일,2008,1434
춘천,2022년 06월 09일,1830,1431
춘천,2022년 06월 10일,2299,1827
춘천,2022년 06월 11일,2963,2590
춘천,2022년 06월 12일,2880,2553
춘천,2022년 06월 13일,2337,1597
춘천,2022년 06월 14일,2656,1551
춘천,2022년 06월 15일,2086,1448
춘천,2022년 06월 16일,2223,1586
춘천,2022년 06월 17일,2628,1967
춘천,2022년 06월 18일,3100,2496
춘천,2022년 06월 19일,2693,2398
춘천,2022년 06월 20일,2030,1564
춘천,2022년 06월 21일,1942,1434
춘천,2022년 06월 22일,1853,1478
춘천,2022년 06월 23일,1561,1332
춘천,2022년 06월 24일,2205,1699
춘천,2022년 06월 25일,2988,2431
춘천,2022년 06월 26일,2314,2472
춘천,2022년 06월 27일,1679,1470
춘천,2022년 06월 28일,1442,1208
춘천,2022년 06월 29일,1432,1208
춘천,2022년 06월 30일,1277,1154
남춘천,2022년 07월 01일,3889,2648
남춘천,2022년 07월 02일,5221,3551
남춘천,2022년 07월 03일,3659,3445
남춘천,2022년 07월 04일,3186,2276
남춘천,2022년 07월 05일,3117,2026
남춘천,2022년 07월 06일,3061,2001
남춘천,2022년 07월 07일,3477,2072
남춘천,2022년 07월 08일,3736,2687
남춘천,2022년 07월 09일,4290,3402
남춘천,2022년 07월 10일,3660,3363
남춘천,2022년 07월 11일,3188,2190
남춘천,2022년 07월 12일,3802,2195
남춘천,2022년 07월 13일,2686,2143
남춘천,2022년 07월 14일,2992,2092
남춘천,2022년 07월 15일,3905,2624
남춘천,2022년 07월 16일,3998,3344
남춘천,2022년 07월 17일,4001,3269
남춘천,2022년 07월 18일,3050,2230
남춘천,2022년 07월 19일,2956,2070
남춘천,2022년 07월 20일,3183,2122
남춘천,2022년 07월 21일,3122,2139
남춘천,2022년 07월 22일,4415,2543
남춘천,2022년 07월 23일,3679,3250
남춘천,2022년 07월 24일,3152,3203
남춘천,2022년 07월 25일,3375,2224
남춘천,2022년 07월 26일,3243,2227
남춘천,2022년 07월 27일,3894,2305
남춘천,2022년 07월 28일,3474,2175
남춘천,2022년 07월 29일,4144,2610
남춘천,2022년 07월 30일,3997,3147
남춘천,2022년 07월 31일,3322,3211
춘천,2022년 07월 01일,2063,1628
춘천,2022년 07월 02일,2646,2222
춘천,2022년 07월 03일,2517,2331
춘천,2022년 07월 04일,1835,1344
춘천,2022년 07월 05일,1689,1228
춘천,2022년 07월 06일,1524,1249
춘천,2022년 07월 07일,1542,1253
춘천,2022년 07월 08일,1944,1586
춘천,2022년 07월 09일,2782,2135
춘천,2022년 07월 10일,2653,2330
춘천,2022년 07월 11일,1648,1448
춘천,2022년 07월 12일,1741,1279
춘천,2022년 07월 13일,1342,1286
춘천,2022년 07월 14일,1613,1295
춘천,2022년 07월 15일,2073,1714
춘천,2022년 07월 16일,2384,1970
춘천,2022년 07월 17일,2402,2216
춘천,2022년 07월 18일,1723,1508
춘천,2022년 07월 19일,1706,1282
춘천,2022년 07월 20일,1713,1404
춘천,2022년 07월 21일,1624,1444
춘천,2022년 07월 22일,2081,1698
춘천,2022년 07월 23일,2356,2106
춘천,2022년 07월 24일,1997,2121
춘천,2022년 07월 25일,1841,1537
춘천,2022년 07월 26일,1928,1435
춘천,2022년 07월 27일,1812,1555
춘천,2022년 07월 28일,2088,1629
춘천,2022년 07월 29일,2274,1721
춘천,2022년 07월 30일,2570,2047
춘천,2022년 07월 31일,2349,2474
남춘천,2022년 08월 01일,3155,2326
남춘천,2022년 08월 02일,3605,2218
남춘천,2022년 08월 03일,2952,2197
남춘천,2022년 08월 04일,3240,2231
남춘천,2022년 08월 05일,3629,2541
남춘천,2022년 08월 06일,3767,3064
남춘천,2022년 08월 07일,3994,3188
남춘천,2022년 08월 08일,2796,2188
남춘천,2022년 08월 09일,2441,1912
남춘천,2022년 08월 10일,2657,2069
남춘천,2022년 08월 11일,2783,2122
남춘천,2022년 08월 12일,4661,2646
남춘천,2022년 08월 13일,3790,3105
남춘천,2022년 08월 14일,3317,2966
남춘천,2022년 08월 15일,3259,3346
남춘천,2022년 08월 16일,3062,2412
남춘천,2022년 08월 17일,3708,2144
남춘천,2022년 08월 18일,3065,2209
남춘천,2022년 08월 19일,3595,2497
남춘천,2022년 08월 20일,3768,3139
남춘천,2022년 08월 21일,3330,3170
남춘천,2022년 08월 22일,3816,2208
남춘천,2022년 08월 23일,3081,2110
남춘천,2022년 08월 24일,3123,2127
남춘천,2022년 08월 25일,3118,2112
남춘천,2022년 08월 26일,3894,2603
남춘천,2022년 08월 27일,5273,3407
남춘천,2022년 08월 28일,3754,3250
남춘천,2022년 08월 29일,3332,2318
남춘천,2022년 08월 30일,2845,2150
남춘천,2022년 08월 31일,3363,2190
춘천,2022년 08월 01일,1927,1656
춘천,2022년 08월 02일,1776,1595
춘천,2022년 08월 03일,1615,1506
춘천,2022년 08월 04일,2019,1550
춘천,2022년 08월 05일,2215,1824
춘천,2022년 08월 06일,2435,2152
춘천,2022년 08월 07일,2185,2142
춘천,2022년 08월 08일,1378,1353
춘천,2022년 08월 09일,1253,1287
춘천,2022년 08월 10일,1631,1309
춘천,2022년 08월 11일,1789,1304
춘천,2022년 08월 12일,2820,1758
춘천,2022년 08월 13일,2420,2066
춘천,2022년 08월 14일,2580,2372
춘천,2022년 08월 15일,2373,2363
춘천,2022년 08월 16일,1802,1448
춘천,2022년 08월 17일,1672,1456
춘천,2022년 08월 18일,1916,1460
춘천,2022년 08월 19일,1829,1653
춘천,2022년 08월 20일,2375,2075
춘천,2022년 08월 21일,2405,2207
춘천,2022년 08월 22일,1741,1492
춘천,2022년 08월 23일,1663,1299
춘천,2022년 08월 24일,1700,1407
춘천,2022년 08월 25일,1769,1439
춘천,2022년 08월 26일,2065,1810
춘천,2022년 08월 27일,3149,2190
춘천,2022년 08월 28일,2605,2687
춘천,2022년 08월 29일,2272,1577
춘천,2022년 08월 30일,2066,1489
춘천,2022년 08월 31일,2141,1466
남춘천,2022년 09월 01일,4613,2627
남춘천,2022년 09월 02일,6774,3079
남춘천,2022년 09월 03일,5798,3607
남춘천,2022년 09월 04일,3617,3062
남춘천,2022년 09월 05일,3270,2181
남춘천,2022년 09월 06일,3031,1885
남춘천,2022년 09월 07일,4326,2413
남춘천,2022년 09월 08일,7046,3435
남춘천,2022년 09월 09일,4694,3107
남춘천,2022년 09월 10일,3482,3428
남춘천,2022년 09월 11일,4296,4058
남춘천,2022년 09월 12일,5435,4368
남춘천,2022년 09월 13일,3991,2558
남춘천,2022년 09월 14일,3720,2337
남춘천,2022년 09월 15일,4453,2608
남춘천,2022년 09월 16일,5732,3114
남춘천,2022년 09월 17일,6674,3898
남춘천,2022년 09월 18일,4352,3215
남춘천,2022년 09월 19일,4018,2447
남춘천,2022년 09월 20일,3938,2259
남춘천,2022년 09월 21일,4146,2434
남춘천,2022년 09월 22일,5452,2693
남춘천,2022년 09월 23일,6153,3311
남춘천,2022년 09월 24일,6044,3907
남춘천,2022년 09월 25일,4613,3402
남춘천,2022년 09월 26일,4352,2565
남춘천,2022년 09월 27일,5164,2334
남춘천,2022년 09월 28일,4121,2328
남춘천,2022년 09월 29일,4716,2721
남춘천,2022년 09월 30일,6056,3264
춘천,2022년 09월 01일,3156,1739
춘천,2022년 09월 02일,3213,1991
춘천,2022년 09월 03일,3402,2431
춘천,2022년 09월 04일,2150,2024
춘천,2022년 09월 05일,2001,1186
춘천,2022년 09월 06일,2065,1091
춘천,2022년 09월 07일,2448,1446
춘천,2022년 09월 08일,4477,2112
춘천,2022년 09월 09일,3060,1854
춘천,2022년 09월 10일,3116,2680
춘천,2022년 09월 11일,3677,3058
춘천,2022년 09월 12일,4088,2847
춘천,2022년 09월 13일,2814,1775
춘천,2022년 09월 14일,2480,1468
춘천,2022년 09월 15일,2979,1668
춘천,2022년 09월 16일,3138,2015
춘천,2022년 09월 17일,3285,2535
춘천,2022년 09월 18일,3094,2456
춘천,2022년 09월 19일,2687,1648
춘천,2022년 09월 20일,2778,1538
춘천,2022년 09월 21일,2675,1554
춘천,2022년 09월 22일,3044,1811
춘천,2022년 09월 23일,3547,2180
춘천,2022년 09월 24일,3997,2801
춘천,2022년 09월 25일,3376,2669
춘천,2022년 09월 26일,2726,1633
춘천,2022년 09월 27일,2911,1538
춘천,2022년 09월 28일,2680,1543
춘천,2022년 09월 29일,3085,1808
춘천,2022년 09월 30일,3550,2152
남춘천,2022년 10월 01일,6427,3725
남춘천,2022년 10월 02일,5974,3207
남춘천,2022년 10월 03일,4331,3397
남춘천,2022년 10월 04일,3839,2331
남춘천,2022년 10월 05일,3855,2383
남춘천,2022년 10월 06일,4529,2633
남춘천,2022년 10월 07일,6722,3297
남춘천,2022년 10월 08일,6472,4216
남춘천,2022년 10월 09일,4232,3267
남춘천,2022년 10월 10일,4288,3450
남춘천,2022년 10월 11일,4159,2456
남춘천,2022년 10월 12일,4672,2280
남춘천,2022년 10월 13일,4755,2653
남춘천,2022년 10월 14일,5194,3028
남춘천,2022년 10월 15일,5961,3733
남춘천,2022년 10월 16일,4672,3559
남춘천,2022년 10월 17일,5113,2481
춘천,2022년 10월 01일,4524,2792
춘천,2022년 10월 02일,3571,2839
춘천,2022년 10월 03일,2436,2550
춘천,2022년 10월 04일,2567,1607
춘천,2022년 10월 05일,2438,1452
춘천,2022년 10월 06일,3141,1848
춘천,2022년 10월 07일,3188,2093
춘천,2022년 10월 08일,4892,2925
춘천,2022년 10월 09일,2921,2859
춘천,2022년 10월 10일,3230,2656
춘천,2022년 10월 11일,3022,1835
춘천,2022년 10월 12일,2673,1541
춘천,2022년 10월 13일,3240,1758
춘천,2022년 10월 14일,3028,2096
춘천,2022년 10월 15일,4087,2592
춘천,2022년 10월 16일,3443,2823
춘천,2022년 10월 17일,2800,1684
